Candidate ID,DOJ Extended,Duration to Accept Offer,Notice Period,Offered Band,Percentage Hike Expected,Percentage Hike Offered,Joining Bonus,Gender,Candidate Source,Relevant Experience,Line of Business,Date of Birth,Joining Location,Candidate Relocation Status,HR Status
14915,FALSE,29,69,C2,17,45,TRUE,Female,Employee Referral,7,Finance,13-12-2012,London,FALSE,Joined
14916,FALSE,15,42,C5,11,40,FALSE,Female,Employee Referral,13,Finance,19-09-2014,Tokyo,FALSE,Not Joined
14917,TRUE,25,40,C3,22,21,FALSE,Male,Employee Referral,6,IT,29-05-2009,Paris,FALSE,Joined
14918,TRUE,15,38,C3,16,26,FALSE,Female,Employee Referral,2,IT,30-05-2015,Paris,TRUE,Not Joined
14919,FALSE,7,56,C6,23,40,FALSE,Female,Employee Referral,4,Marketing,28-01-2017,San Francisco,FALSE,Joined
14920,FALSE,17,83,C1,27,36,TRUE,Male,Agency,8,IT,11-03-2019,London,FALSE,Joined
14921,FALSE,20,61,C2,26,11,FALSE,Female,Agency,3,Sales,09-09-2014,New York,FALSE,Not Joined
14922,FALSE,22,72,C6,31,48,TRUE,Female,Agency,12,Marketing,02-07-2015,London,TRUE,Not Joined
14923,TRUE,5,51,C4,47,26,FALSE,Male,Direct,1,Sales,21-07-2014,San Francisco,FALSE,Not Joined
14924,TRUE,5,48,C3,38,48,FALSE,Male,Employee Referral,5,HR,27-09-2010,London,TRUE,Not Joined
14925,FALSE,23,75,C5,41,11,FALSE,Female,Agency,14,Marketing,10-08-2014,Paris,TRUE,Not Joined
14926,FALSE,23,47,C4,43,32,FALSE,Female,Agency,13,IT,18-09-2010,San Francisco,TRUE,Not Joined
14927,FALSE,13,86,C5,21,31,FALSE,Female,Direct,9,IT,05-06-2017,San Francisco,TRUE,Joined
14928,FALSE,11,56,C1,18,48,TRUE,Female,Direct,8,Sales,20-06-2017,Paris,TRUE,Joined
14929,FALSE,6,74,C2,21,44,TRUE,Male,Agency,9,IT,09-03-2009,San Francisco,FALSE,Joined
14930,FALSE,21,74,C0,30,11,TRUE,Female,Agency,11,Finance,24-08-2015,Paris,FALSE,Joined
14931,FALSE,29,77,C1,40,28,TRUE,Male,Employee Referral,13,Finance,24-04-2019,Tokyo,TRUE,Not Joined
14932,FALSE,14,37,C4,43,35,TRUE,Female,Agency,11,IT,01-09-2017,San Francisco,TRUE,Not Joined
14933,TRUE,9,50,C2,37,21,TRUE,Female,Employee Referral,18,HR,03-10-2008,New York,TRUE,Joined
14934,TRUE,25,39,C5,48,16,TRUE,Male,Employee Referral,5,HR,04-09-2011,San Francisco,FALSE,Not Joined
14935,FALSE,24,25,C4,21,21,FALSE,Male,Employee Referral,10,Sales,08-01-2008,New York,FALSE,Joined
14936,FALSE,29,53,C2,26,14,FALSE,Male,Agency,5,Marketing,01-04-2020,New York,TRUE,Joined
14937,FALSE,26,76,C1,23,49,TRUE,Male,Agency,17,HR,21-11-2014,London,FALSE,Not Joined
14938,TRUE,2,54,C5,20,18,FALSE,Female,Direct,10,Finance,16-03-2010,San Francisco,TRUE,Not Joined
14939,FALSE,26,39,C1,39,34,TRUE,Female,Direct,8,Finance,17-05-2008,New York,FALSE,Not Joined
14940,TRUE,6,44,C5,20,20,FALSE,Female,Agency,6,Sales,04-02-2012,San Francisco,FALSE,Joined
14941,FALSE,22,81,C5,38,28,FALSE,Male,Agency,18,Sales,08-12-2011,New York,TRUE,Not Joined
14942,TRUE,19,29,C3,24,45,FALSE,Male,Direct,16,Finance,10-07-2014,San Francisco,FALSE,Joined
14943,FALSE,21,70,C3,22,41,FALSE,Male,Direct,9,IT,13-01-2016,London,FALSE,Joined
14944,FALSE,25,58,C6,19,20,TRUE,Female,Employee Referral,18,Marketing,10-09-2013,San Francisco,TRUE,Joined
14945,TRUE,4,86,C2,10,28,TRUE,Male,Employee Referral,2,Sales,29-08-2007,Paris,FALSE,Not Joined
14946,FALSE,2,57,C2,49,28,FALSE,Female,Agency,6,HR,01-01-2009,Paris,FALSE,Joined
14947,TRUE,12,72,C5,21,33,FALSE,Female,Direct,16,HR,14-02-2015,London,TRUE,Not Joined
14948,FALSE,18,20,C4,12,44,FALSE,Female,Direct,15,Sales,12-01-2015,Tokyo,TRUE,Joined
14949,FALSE,27,86,C6,10,31,TRUE,Female,Employee Referral,14,Sales,01-01-2009,San Francisco,FALSE,Not Joined
14950,FALSE,3,75,C3,39,31,FALSE,Male,Direct,16,Marketing,28-08-2014,New York,TRUE,Not Joined
14951,TRUE,5,49,C2,21,47,FALSE,Male,Direct,7,Marketing,24-07-2009,San Francisco,TRUE,Joined
14952,FALSE,22,53,C6,20,42,TRUE,Female,Agency,9,Marketing,29-08-2012,London,FALSE,Joined
14953,FALSE,4,63,C3,41,22,FALSE,Male,Employee Referral,8,IT,18-12-2012,San Francisco,TRUE,Joined
14954,FALSE,1,71,C6,20,29,FALSE,Male,Employee Referral,7,Marketing,13-11-2018,Tokyo,TRUE,Joined
14955,FALSE,24,60,C3,33,20,TRUE,Female,Agency,11,Marketing,11-01-2009,London,FALSE,Joined
14956,FALSE,17,56,C0,49,32,FALSE,Male,Agency,18,IT,22-10-2018,Paris,FALSE,Not Joined
14957,TRUE,6,85,C2,41,33,FALSE,Male,Agency,18,Finance,04-09-2007,Paris,FALSE,Not Joined
14958,FALSE,28,20,C0,23,47,TRUE,Male,Agency,18,HR,17-07-2013,Paris,TRUE,Not Joined
14959,FALSE,7,19,C5,31,45,TRUE,Female,Direct,12,IT,06-05-2013,New York,FALSE,Joined
14960,FALSE,20,70,C1,42,10,TRUE,Female,Agency,8,Sales,17-11-2015,Tokyo,FALSE,Not Joined
14961,TRUE,5,66,C5,37,36,TRUE,Male,Direct,1,Marketing,06-07-2008,London,TRUE,Not Joined
14962,TRUE,6,67,C4,16,48,FALSE,Male,Employee Referral,17,HR,30-05-2019,Tokyo,TRUE,Joined
14963,FALSE,2,37,C0,30,20,FALSE,Female,Employee Referral,15,Marketing,13-09-2019,New York,FALSE,Not Joined
14964,FALSE,24,18,C0,11,26,TRUE,Female,Direct,10,IT,18-12-2010,Tokyo,FALSE,Joined
14965,TRUE,15,81,C5,10,18,TRUE,Male,Employee Referral,3,Finance,04-08-2010,New York,TRUE,Joined
14966,TRUE,7,49,C4,46,40,TRUE,Female,Employee Referral,9,HR,13-05-2020,San Francisco,FALSE,Not Joined
14967,TRUE,26,38,C0,32,40,FALSE,Female,Employee Referral,4,Sales,05-07-2020,London,FALSE,Not Joined
14968,TRUE,12,81,C0,45,21,TRUE,Female,Direct,2,HR,07-06-2019,San Francisco,TRUE,Joined
14969,TRUE,24,70,C3,39,13,FALSE,Male,Agency,2,Marketing,31-05-2008,San Francisco,TRUE,Not Joined
14970,TRUE,1,80,C0,38,46,TRUE,Female,Employee Referral,15,IT,12-10-2018,Tokyo,TRUE,Joined
14971,TRUE,29,78,C3,36,38,TRUE,Female,Direct,3,Sales,25-11-2012,Paris,FALSE,Joined
14972,FALSE,12,25,C5,22,46,TRUE,Male,Employee Referral,7,Sales,02-08-2010,London,FALSE,Joined
14973,TRUE,7,61,C0,49,21,FALSE,Female,Direct,11,HR,15-07-2020,Tokyo,FALSE,Not Joined
14974,FALSE,28,21,C3,24,43,FALSE,Female,Direct,14,HR,17-03-2020,San Francisco,TRUE,Joined
14975,FALSE,14,83,C5,13,26,FALSE,Male,Employee Referral,15,IT,06-03-2014,Paris,FALSE,Joined
14976,FALSE,2,68,C3,35,22,TRUE,Female,Agency,7,Finance,05-12-2010,London,TRUE,Not Joined
14977,TRUE,1,77,C1,45,18,TRUE,Male,Direct,5,Finance,03-03-2018,Paris,TRUE,Not Joined
14978,TRUE,23,47,C2,14,26,FALSE,Female,Agency,13,Sales,28-04-2012,Paris,TRUE,Joined
14979,TRUE,6,35,C4,28,39,TRUE,Female,Employee Referral,8,IT,16-07-2015,Paris,TRUE,Joined
14980,FALSE,20,87,C2,23,24,FALSE,Male,Direct,1,Sales,10-12-2011,New York,FALSE,Joined
14981,TRUE,1,20,C3,38,22,FALSE,Female,Agency,6,IT,03-07-2020,San Francisco,FALSE,Joined
14982,TRUE,25,36,C3,31,20,FALSE,Female,Employee Referral,19,Finance,02-07-2011,Paris,FALSE,Not Joined
14983,TRUE,5,67,C2,17,32,TRUE,Female,Employee Referral,5,HR,20-06-2011,New York,FALSE,Not Joined
14984,FALSE,27,39,C2,45,23,TRUE,Female,Employee Referral,17,IT,23-10-2020,Tokyo,FALSE,Not Joined
14985,TRUE,26,82,C4,37,27,TRUE,Female,Agency,5,HR,05-05-2016,San Francisco,FALSE,Joined
14986,TRUE,24,53,C3,46,21,FALSE,Female,Direct,15,Finance,16-07-2017,San Francisco,FALSE,Not Joined
14987,FALSE,18,18,C3,29,20,TRUE,Male,Employee Referral,4,IT,28-06-2012,San Francisco,FALSE,Not Joined
14988,FALSE,3,49,C5,48,40,TRUE,Female,Employee Referral,3,Sales,27-12-2011,San Francisco,TRUE,Joined
14989,FALSE,17,83,C0,40,39,TRUE,Female,Direct,16,Marketing,17-09-2007,Tokyo,TRUE,Joined
14990,FALSE,1,29,C5,20,29,FALSE,Male,Direct,19,Finance,13-06-2017,Tokyo,TRUE,Joined
14991,FALSE,28,76,C2,13,44,TRUE,Female,Direct,18,HR,16-08-2016,Tokyo,FALSE,Joined
14992,TRUE,3,32,C4,33,16,FALSE,Female,Employee Referral,8,IT,17-12-2014,London,TRUE,Not Joined
14993,FALSE,8,27,C6,22,32,TRUE,Female,Agency,3,HR,22-06-2009,Paris,FALSE,Joined
14994,FALSE,29,20,C3,25,24,FALSE,Male,Direct,19,HR,02-10-2018,New York,FALSE,Joined
14995,TRUE,29,53,C0,36,20,FALSE,Female,Agency,4,Marketing,16-12-2013,San Francisco,TRUE,Joined
14996,FALSE,8,36,C3,40,18,FALSE,Male,Direct,7,Finance,15-03-2010,New York,TRUE,Joined
14997,TRUE,12,78,C6,37,15,TRUE,Female,Employee Referral,9,HR,23-12-2014,New York,TRUE,Not Joined
14998,FALSE,15,47,C5,41,39,FALSE,Female,Direct,9,Marketing,17-12-2011,Tokyo,FALSE,Joined
14999,FALSE,26,76,C2,43,12,FALSE,Female,Agency,16,Marketing,28-01-2008,Tokyo,TRUE,Joined
15000,TRUE,5,21,C1,33,16,FALSE,Male,Direct,1,IT,06-05-2017,Paris,TRUE,Joined
15001,FALSE,25,35,C0,25,17,TRUE,Male,Employee Referral,5,Sales,09-04-2008,San Francisco,FALSE,Not Joined
15002,TRUE,16,52,C0,10,24,TRUE,Male,Employee Referral,11,Marketing,07-05-2008,New York,FALSE,Joined
15003,FALSE,13,26,C6,24,11,TRUE,Male,Agency,6,HR,30-11-2016,San Francisco,TRUE,Not Joined
15004,FALSE,15,48,C2,23,16,TRUE,Male,Direct,13,Finance,21-04-2011,Paris,TRUE,Joined
15005,FALSE,1,49,C4,15,42,FALSE,Male,Direct,14,IT,26-01-2008,San Francisco,TRUE,Joined
15006,TRUE,29,36,C6,33,33,FALSE,Male,Direct,16,Sales,03-06-2015,New York,FALSE,Not Joined
15007,TRUE,18,72,C2,20,24,TRUE,Male,Agency,14,Marketing,24-12-2014,London,FALSE,Joined
15008,FALSE,26,57,C3,22,12,TRUE,Female,Direct,19,HR,07-05-2015,San Francisco,FALSE,Joined
15009,TRUE,4,73,C2,46,15,FALSE,Male,Agency,18,Sales,20-06-2011,New York,TRUE,Not Joined
15010,TRUE,18,60,C2,37,27,TRUE,Female,Employee Referral,9,HR,06-07-2012,London,TRUE,Joined
15011,FALSE,4,21,C2,26,14,FALSE,Female,Employee Referral,14,HR,20-11-2020,London,FALSE,Not Joined
15012,TRUE,27,40,C3,23,47,TRUE,Male,Agency,18,HR,11-06-2011,Tokyo,FALSE,Joined
15013,FALSE,11,89,C0,46,25,TRUE,Male,Direct,9,Finance,30-03-2009,Tokyo,FALSE,Joined
15014,TRUE,25,48,C6,21,39,TRUE,Male,Direct,7,IT,06-07-2016,London,FALSE,Not Joined
15015,TRUE,18,33,C6,10,17,TRUE,Male,Agency,2,IT,05-06-2017,New York,TRUE,Joined
15016,FALSE,21,24,C5,47,30,TRUE,Male,Employee Referral,8,Marketing,08-02-2019,San Francisco,TRUE,Joined
15017,TRUE,23,71,C0,35,31,FALSE,Male,Agency,3,HR,12-07-2008,Paris,FALSE,Joined
15018,TRUE,17,44,C6,11,48,TRUE,Male,Direct,16,IT,17-01-2021,Tokyo,FALSE,Joined
15019,TRUE,17,80,C4,14,11,FALSE,Female,Employee Referral,17,IT,13-03-2011,Paris,TRUE,Not Joined
15020,TRUE,20,51,C3,41,21,TRUE,Female,Direct,13,Sales,08-11-2007,New York,TRUE,Joined
15021,TRUE,22,71,C0,29,10,FALSE,Male,Agency,15,Finance,05-11-2017,Tokyo,FALSE,Joined
15022,TRUE,6,42,C1,38,48,TRUE,Female,Direct,5,Marketing,23-12-2016,Tokyo,TRUE,Not Joined
15023,FALSE,29,63,C3,16,44,TRUE,Male,Agency,11,IT,27-05-2018,New York,FALSE,Not Joined
15024,TRUE,28,19,C3,39,20,FALSE,Male,Agency,16,Marketing,13-10-2009,San Francisco,FALSE,Not Joined
15025,TRUE,5,69,C2,34,21,TRUE,Male,Agency,10,Marketing,08-08-2009,Tokyo,FALSE,Not Joined
15026,TRUE,24,84,C1,37,29,FALSE,Female,Employee Referral,8,HR,11-08-2009,Paris,TRUE,Joined
15027,FALSE,12,44,C6,41,31,FALSE,Male,Direct,11,Sales,01-07-2014,New York,FALSE,Not Joined
15028,FALSE,14,31,C2,11,31,FALSE,Female,Employee Referral,19,HR,14-11-2012,San Francisco,FALSE,Not Joined
15029,FALSE,21,21,C5,11,37,FALSE,Male,Employee Referral,15,Marketing,30-09-2012,Tokyo,TRUE,Not Joined
15030,TRUE,28,85,C2,32,15,FALSE,Female,Employee Referral,3,HR,18-09-2020,Tokyo,FALSE,Joined
15031,FALSE,6,25,C5,26,18,TRUE,Female,Employee Referral,6,Sales,24-10-2013,New York,TRUE,Joined
15032,FALSE,27,74,C4,35,15,FALSE,Male,Agency,18,Finance,18-08-2016,London,TRUE,Not Joined
15033,TRUE,25,33,C3,33,31,FALSE,Female,Agency,1,Marketing,15-07-2007,Paris,FALSE,Joined
15034,TRUE,4,55,C3,25,28,FALSE,Male,Employee Referral,19,HR,06-09-2009,New York,FALSE,Not Joined
15035,TRUE,15,77,C4,10,28,FALSE,Male,Direct,3,Sales,18-10-2019,London,TRUE,Not Joined
15036,TRUE,26,46,C2,32,30,TRUE,Female,Agency,16,IT,24-10-2018,Paris,FALSE,Joined
15037,FALSE,19,25,C0,43,35,TRUE,Male,Agency,7,Sales,27-12-2013,New York,FALSE,Not Joined
15038,FALSE,6,52,C0,37,19,FALSE,Male,Direct,15,Finance,22-12-2018,San Francisco,FALSE,Joined
15039,FALSE,9,36,C0,33,33,TRUE,Female,Agency,14,Finance,10-12-2007,Tokyo,TRUE,Joined
15040,TRUE,2,88,C2,13,20,FALSE,Female,Direct,14,Sales,17-02-2008,New York,TRUE,Joined
15041,FALSE,26,60,C5,28,10,TRUE,Male,Employee Referral,13,Marketing,03-06-2019,San Francisco,FALSE,Not Joined
15042,TRUE,12,74,C3,18,41,FALSE,Female,Direct,2,Marketing,05-05-2016,New York,FALSE,Joined
15043,FALSE,7,84,C1,19,36,TRUE,Male,Employee Referral,12,HR,18-05-2018,San Francisco,TRUE,Not Joined
15044,TRUE,25,30,C1,46,19,FALSE,Male,Employee Referral,16,HR,30-08-2009,Paris,TRUE,Not Joined
15045,TRUE,13,45,C1,43,26,TRUE,Female,Employee Referral,1,IT,11-12-2019,Paris,FALSE,Not Joined
15046,FALSE,27,39,C2,44,30,TRUE,Male,Employee Referral,1,IT,25-09-2013,Tokyo,FALSE,Not Joined
15047,TRUE,29,37,C5,21,45,TRUE,Female,Direct,19,Marketing,03-06-2009,San Francisco,FALSE,Not Joined
15048,FALSE,6,84,C6,25,38,TRUE,Male,Direct,5,Sales,13-05-2015,San Francisco,TRUE,Not Joined
15049,FALSE,26,72,C0,18,42,TRUE,Female,Employee Referral,16,HR,26-02-2020,London,TRUE,Joined
15050,FALSE,29,26,C5,18,48,FALSE,Male,Direct,19,Marketing,14-03-2016,New York,TRUE,Joined
15051,TRUE,10,74,C0,45,15,TRUE,Male,Employee Referral,2,Finance,20-04-2011,New York,FALSE,Joined
15052,TRUE,29,21,C6,41,34,TRUE,Female,Direct,2,Sales,06-07-2012,London,TRUE,Not Joined
15053,TRUE,26,69,C1,25,32,FALSE,Male,Direct,16,Finance,29-04-2008,San Francisco,TRUE,Not Joined
15054,TRUE,8,64,C2,12,23,TRUE,Male,Direct,9,Marketing,08-02-2009,London,FALSE,Not Joined
15055,FALSE,25,23,C0,43,43,FALSE,Female,Employee Referral,7,Marketing,13-11-2010,San Francisco,TRUE,Joined
15056,FALSE,3,63,C6,33,10,TRUE,Male,Agency,14,Sales,16-05-2013,New York,FALSE,Not Joined
15057,TRUE,20,24,C4,23,37,TRUE,Female,Agency,10,Sales,15-07-2014,Tokyo,FALSE,Joined
15058,TRUE,8,69,C3,15,16,FALSE,Female,Agency,3,IT,06-09-2020,London,TRUE,Not Joined
15059,FALSE,24,31,C4,45,28,FALSE,Male,Direct,1,HR,04-08-2011,Tokyo,FALSE,Not Joined
15060,TRUE,18,80,C4,44,25,TRUE,Male,Employee Referral,16,Marketing,14-01-2013,Paris,TRUE,Joined
15061,FALSE,17,83,C1,26,30,TRUE,Female,Agency,6,IT,02-05-2013,San Francisco,TRUE,Joined
15062,TRUE,11,77,C3,20,25,TRUE,Male,Direct,18,Finance,09-10-2014,Tokyo,FALSE,Not Joined
15063,TRUE,14,84,C6,12,24,FALSE,Female,Agency,10,Marketing,07-03-2011,London,FALSE,Not Joined
15064,TRUE,7,64,C1,46,34,FALSE,Female,Agency,1,Finance,05-06-2019,Paris,TRUE,Joined
15065,FALSE,26,86,C5,34,37,FALSE,Female,Employee Referral,10,HR,02-04-2020,San Francisco,TRUE,Not Joined
15066,FALSE,24,37,C2,30,29,TRUE,Male,Employee Referral,7,Marketing,13-07-2018,Tokyo,TRUE,Joined
15067,TRUE,14,38,C1,25,44,FALSE,Male,Agency,16,HR,25-09-2015,San Francisco,TRUE,Joined
15068,FALSE,23,24,C1,30,44,FALSE,Female,Direct,5,Marketing,01-03-2020,Tokyo,TRUE,Joined
15069,TRUE,19,32,C3,31,21,TRUE,Male,Agency,12,Marketing,28-12-2010,London,FALSE,Joined
15070,FALSE,12,35,C5,38,36,TRUE,Female,Direct,4,Finance,04-04-2013,London,FALSE,Joined
15071,FALSE,11,39,C2,43,23,TRUE,Female,Employee Referral,15,Marketing,29-07-2019,Tokyo,FALSE,Joined
15072,TRUE,1,43,C2,26,39,FALSE,Male,Agency,8,Marketing,11-02-2017,San Francisco,TRUE,Not Joined
15073,FALSE,23,21,C1,36,49,FALSE,Female,Employee Referral,12,IT,06-08-2010,San Francisco,FALSE,Joined
15074,FALSE,28,60,C2,38,37,FALSE,Female,Direct,10,HR,24-08-2008,New York,TRUE,Joined
15075,TRUE,22,67,C3,23,26,FALSE,Female,Direct,18,Sales,14-06-2013,London,FALSE,Not Joined
15076,FALSE,13,25,C6,39,25,FALSE,Male,Direct,4,HR,20-06-2014,New York,TRUE,Joined
15077,FALSE,22,80,C6,43,34,FALSE,Male,Employee Referral,2,Finance,01-01-2016,Tokyo,FALSE,Joined
15078,TRUE,11,61,C5,31,39,FALSE,Female,Employee Referral,19,HR,13-11-2010,London,TRUE,Not Joined
15079,FALSE,7,48,C2,48,28,FALSE,Female,Agency,14,Finance,14-06-2014,Tokyo,FALSE,Not Joined
15080,FALSE,2,70,C3,25,37,TRUE,Female,Agency,6,Marketing,03-08-2020,Tokyo,TRUE,Not Joined
15081,FALSE,28,63,C4,33,32,FALSE,Female,Direct,1,Finance,07-08-2017,San Francisco,FALSE,Not Joined
15082,FALSE,9,37,C3,21,29,TRUE,Male,Direct,10,IT,30-10-2012,Paris,FALSE,Not Joined
15083,FALSE,1,83,C0,42,12,TRUE,Male,Employee Referral,5,Sales,08-05-2010,New York,TRUE,Not Joined
15084,TRUE,13,86,C6,19,16,FALSE,Male,Agency,2,HR,29-01-2020,Tokyo,FALSE,Not Joined
15085,TRUE,7,50,C0,35,46,TRUE,Female,Agency,5,Finance,20-08-2020,San Francisco,TRUE,Joined
15086,TRUE,27,29,C5,43,30,TRUE,Male,Agency,16,Marketing,03-03-2018,Paris,TRUE,Not Joined
15087,FALSE,5,58,C3,38,25,FALSE,Female,Employee Referral,14,Finance,09-11-2007,Tokyo,TRUE,Joined
15088,FALSE,5,82,C2,13,44,TRUE,Female,Employee Referral,9,Sales,14-07-2014,Paris,FALSE,Joined
15089,FALSE,9,88,C2,30,41,FALSE,Male,Direct,11,Sales,12-12-2016,Tokyo,FALSE,Not Joined
15090,FALSE,19,25,C5,41,34,TRUE,Female,Direct,19,Sales,06-06-2007,San Francisco,FALSE,Not Joined
15091,TRUE,6,39,C1,22,13,FALSE,Male,Employee Referral,18,Finance,09-05-2012,New York,TRUE,Not Joined
15092,FALSE,21,68,C1,40,46,TRUE,Male,Agency,19,HR,30-10-2015,Tokyo,TRUE,Not Joined
15093,TRUE,6,41,C6,20,11,TRUE,Male,Employee Referral,14,Sales,30-08-2007,Paris,TRUE,Not Joined
15094,TRUE,9,24,C5,13,32,FALSE,Male,Direct,19,Finance,14-04-2014,Tokyo,FALSE,Joined
15095,FALSE,20,29,C0,43,14,TRUE,Female,Direct,16,HR,14-09-2018,London,TRUE,Not Joined
15096,TRUE,1,72,C6,37,40,FALSE,Male,Agency,7,Sales,08-04-2013,Paris,FALSE,Not Joined
15097,FALSE,22,34,C6,31,44,FALSE,Male,Direct,10,HR,24-08-2019,Paris,TRUE,Joined
15098,TRUE,27,31,C3,46,22,TRUE,Female,Direct,12,Marketing,15-11-2012,Tokyo,TRUE,Joined
15099,FALSE,2,35,C6,20,21,TRUE,Female,Direct,12,Sales,04-05-2019,San Francisco,FALSE,Joined
15100,FALSE,19,69,C5,17,22,FALSE,Female,Employee Referral,17,Finance,30-01-2020,San Francisco,FALSE,Joined
15101,FALSE,29,53,C6,22,16,TRUE,Male,Agency,18,Sales,25-09-2008,Paris,TRUE,Not Joined
15102,FALSE,6,84,C1,14,40,FALSE,Female,Employee Referral,10,Sales,12-05-2012,Tokyo,TRUE,Not Joined
15103,FALSE,29,47,C3,33,38,FALSE,Female,Employee Referral,3,Marketing,26-03-2020,San Francisco,TRUE,Joined
15104,FALSE,2,19,C1,23,32,TRUE,Female,Employee Referral,10,HR,15-08-2019,New York,TRUE,Not Joined
15105,FALSE,24,84,C3,11,49,TRUE,Female,Employee Referral,7,Sales,22-09-2014,San Francisco,FALSE,Not Joined
15106,FALSE,14,64,C6,40,26,FALSE,Female,Agency,10,IT,26-09-2009,San Francisco,TRUE,Joined
15107,FALSE,28,53,C0,38,13,TRUE,Female,Employee Referral,2,Sales,13-11-2012,New York,TRUE,Joined
15108,TRUE,27,53,C3,43,18,FALSE,Male,Agency,18,Sales,04-03-2015,San Francisco,TRUE,Not Joined
15109,FALSE,5,52,C6,45,31,TRUE,Male,Direct,15,Sales,27-10-2020,San Francisco,TRUE,Not Joined
15110,FALSE,13,88,C4,48,33,TRUE,Male,Direct,11,Marketing,05-12-2007,London,FALSE,Joined
15111,TRUE,16,72,C0,27,12,FALSE,Male,Agency,6,Sales,10-05-2016,Tokyo,FALSE,Not Joined
15112,TRUE,16,74,C6,14,42,FALSE,Female,Employee Referral,5,Finance,30-12-2020,Tokyo,TRUE,Not Joined
15113,FALSE,13,17,C6,29,38,FALSE,Female,Agency,12,HR,05-01-2021,New York,FALSE,Not Joined
15114,TRUE,26,39,C4,49,48,TRUE,Male,Employee Referral,18,HR,16-04-2011,New York,TRUE,Not Joined
15115,TRUE,13,25,C4,40,47,TRUE,Female,Agency,8,HR,18-11-2008,Paris,TRUE,Joined
15116,FALSE,13,80,C2,47,25,TRUE,Male,Direct,16,HR,04-09-2019,New York,FALSE,Not Joined
15117,TRUE,20,30,C3,47,17,TRUE,Male,Agency,18,Sales,18-12-2020,San Francisco,TRUE,Not Joined
15118,TRUE,2,63,C5,45,46,TRUE,Male,Direct,4,Finance,20-07-2007,Tokyo,TRUE,Not Joined
15119,FALSE,8,28,C1,38,11,FALSE,Male,Agency,13,Marketing,17-04-2020,New York,TRUE,Joined
15120,TRUE,6,48,C4,36,35,TRUE,Female,Agency,9,HR,01-07-2009,Tokyo,TRUE,Joined
15121,TRUE,11,49,C1,41,41,TRUE,Female,Direct,14,Sales,19-04-2017,London,TRUE,Joined
15122,TRUE,25,33,C3,28,41,FALSE,Female,Direct,18,Marketing,05-05-2011,San Francisco,FALSE,Not Joined
15123,TRUE,6,56,C4,41,49,TRUE,Female,Agency,5,Finance,21-02-2011,San Francisco,TRUE,Not Joined
15124,FALSE,9,18,C4,48,23,FALSE,Male,Employee Referral,10,IT,03-05-2008,San Francisco,TRUE,Joined
15125,FALSE,21,48,C3,19,28,TRUE,Male,Direct,15,Finance,10-04-2009,New York,FALSE,Joined
15126,FALSE,8,55,C0,12,26,FALSE,Male,Employee Referral,2,Finance,25-06-2019,London,TRUE,Joined
15127,TRUE,19,49,C4,32,39,FALSE,Female,Employee Referral,17,Finance,03-07-2017,Tokyo,TRUE,Joined
15128,TRUE,28,66,C6,47,37,TRUE,Male,Employee Referral,14,Marketing,22-07-2019,New York,FALSE,Not Joined
15129,FALSE,27,37,C0,46,34,FALSE,Male,Employee Referral,11,Finance,13-02-2020,New York,FALSE,Joined
15130,TRUE,15,27,C6,27,41,TRUE,Male,Employee Referral,2,Sales,30-11-2015,New York,FALSE,Joined
15131,FALSE,14,34,C1,29,21,FALSE,Male,Employee Referral,15,Finance,09-02-2018,Paris,TRUE,Joined
15132,FALSE,15,78,C2,18,11,FALSE,Male,Employee Referral,10,Marketing,10-08-2014,San Francisco,FALSE,Not Joined
15133,TRUE,29,39,C0,30,11,TRUE,Female,Employee Referral,5,Marketing,21-05-2015,New York,FALSE,Joined
15134,FALSE,23,87,C1,42,22,TRUE,Female,Agency,12,Marketing,22-02-2015,London,FALSE,Not Joined
15135,TRUE,23,41,C1,32,22,TRUE,Male,Employee Referral,18,IT,01-03-2018,New York,FALSE,Joined
15136,TRUE,21,60,C4,23,37,TRUE,Male,Agency,1,Marketing,08-05-2010,Tokyo,FALSE,Joined
15137,TRUE,17,31,C5,34,14,FALSE,Female,Employee Referral,7,Sales,01-07-2020,New York,FALSE,Joined
15138,FALSE,20,42,C1,41,47,FALSE,Female,Employee Referral,11,HR,30-08-2012,Tokyo,TRUE,Not Joined
15139,TRUE,17,23,C2,10,47,FALSE,Female,Employee Referral,8,IT,26-11-2007,San Francisco,TRUE,Not Joined
15140,TRUE,10,88,C2,37,34,FALSE,Female,Agency,12,Marketing,21-07-2007,London,FALSE,Not Joined
15141,TRUE,6,60,C4,47,36,TRUE,Female,Agency,15,Sales,09-05-2018,London,FALSE,Joined
15142,TRUE,20,82,C1,12,29,TRUE,Male,Direct,16,Sales,04-04-2008,Paris,TRUE,Joined
15143,FALSE,13,68,C0,21,21,TRUE,Female,Employee Referral,17,Marketing,28-03-2019,Paris,FALSE,Joined
15144,TRUE,10,49,C0,27,20,TRUE,Male,Agency,15,Finance,20-07-2020,New York,FALSE,Joined
15145,FALSE,18,81,C3,40,31,TRUE,Female,Employee Referral,2,HR,22-01-2015,Tokyo,TRUE,Joined
15146,TRUE,29,49,C1,22,41,TRUE,Male,Agency,7,Marketing,02-01-2020,New York,TRUE,Not Joined
15147,TRUE,10,71,C1,24,49,TRUE,Male,Direct,14,Marketing,28-10-2014,New York,FALSE,Joined
